James Parker MEDCATH CORP,James Parker,MEDCATH CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lora Ramsey MEDCATH CORP,Lora Ramsey,MEDCATH CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brett Brown INLAND REAL ESTATE CORP,Brett Brown,INLAND REAL ESTATE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Behrendt AXON ENTERPRISE INC,Daniel Behrendt,AXON ENTERPRISE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward Heffernan ALLIANCE DATA SYSTEMS CORP,Edward Heffernan,ALLIANCE DATA SYSTEMS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Horn ALLIANCE DATA SYSTEMS CORP,Charles Horn,ALLIANCE DATA SYSTEMS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Regan WILLIS TOWERS WATSON PLC,Patrick Regan,WILLIS TOWERS WATSON PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Allen ROCKWELL COLLINS INC,Patrick Allen,ROCKWELL COLLINS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Carbiener CERTEGY INC,Jeffrey Carbiener,CERTEGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emil Hensel CROSS COUNTRY HEALTHCARE INC,Emil Hensel,CROSS COUNTRY HEALTHCARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Burns CROSS COUNTRY HEALTHCARE INC,William Burns,CROSS COUNTRY HEALTHCARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Murphy NATUS MEDICAL INC,Steven Murphy,NATUS MEDICAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L. Sutherland ARAMARK CORP,L. Sutherland,ARAMARK CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brian Scott AMN HEALTHCARE SERVICES INC,Brian Scott,AMN HEALTHCARE SERVICES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Crines ZIMMER BIOMET HOLDINGS INC,James Crines,ZIMMER BIOMET HOLDINGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Smith ASBURY AUTOMOTIVE GROUP INC,J. Smith,ASBURY AUTOMOTIVE GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Craig Monaghan ASBURY AUTOMOTIVE GROUP INC,Craig Monaghan,ASBURY AUTOMOTIVE GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keith Style ASBURY AUTOMOTIVE GROUP INC,Keith Style,ASBURY AUTOMOTIVE GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barry Emerson BIG 5 SPORTING GOODS CORP,Barry Emerson,BIG 5 SPORTING GOODS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Colby ANTHEM INC,David Colby,ANTHEM INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wayne DeVeydt ANTHEM INC,Wayne DeVeydt,ANTHEM INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Gallina ANTHEM INC,John Gallina,ANTHEM INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Carlson GAMESTOP CORP,David Carlson,GAMESTOP CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Lloyd GAMESTOP CORP,Robert Lloyd,GAMESTOP CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Dietz WCI COMMUNITIES INC,James Dietz,WCI COMMUNITIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell Devendorf WCI COMMUNITIES INC,Russell Devendorf,WCI COMMUNITIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ann Sardini WEIGHT WATCHERS INTL INC,Ann Sardini,WEIGHT WATCHERS INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nicholas Hotchkin WEIGHT WATCHERS INTL INC,Nicholas Hotchkin,WEIGHT WATCHERS INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Truess AMERIGROUP CORP,James Truess,AMERIGROUP CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Scheffel CENTENE CORP,William Scheffel,CENTENE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Schwaneke CENTENE CORP,Jeffrey Schwaneke,CENTENE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Gersie PRINCIPAL FINANCIAL GRP INC,Michael Gersie,PRINCIPAL FINANCIAL GRP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terrance Lillis PRINCIPAL FINANCIAL GRP INC,Terrance Lillis,PRINCIPAL FINANCIAL GRP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Galvan VIASYS HEALTHCARE INC,Martin Galvan,VIASYS HEALTHCARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vickie Capps DJO INC,Vickie Capps,DJO INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Norona ADVANCE AUTO PARTS INC,Michael Norona,ADVANCE AUTO PARTS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Reece ACUITY BRANDS INC,Richard Reece,ACUITY BRANDS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Phillips MANTECH INTL CORP,Kevin Phillips,MANTECH INTL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Judith Bjornaas MANTECH INTL CORP,Judith Bjornaas,MANTECH INTL CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Davis ATC VENTURES GROUP INC,David Davis,ATC VENTURES GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Randy Kempf ATC VENTURES GROUP INC,Randy Kempf,ATC VENTURES GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Davis ATC VENTURES GROUP INC,Robert Davis,ATC VENTURES GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Staab LORILLARD INC,Thomas Staab,LORILLARD INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Taylor LORILLARD INC,David Taylor,LORILLARD INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thaddeus Weed COGENT COMMUNICATIONS HLDGS,Thaddeus Weed,COGENT COMMUNICATIONS HLDGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Edward Barnes JETBLUE AIRWAYS CORP,Edward Barnes,JETBLUE AIRWAYS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Powers JETBLUE AIRWAYS CORP,Mark Powers,JETBLUE AIRWAYS CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. McCarthy NETFLIX INC,W. McCarthy,NETFLIX INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Wells NETFLIX INC,David Wells,NETFLIX INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Cooper REPUBLIC AIRWAYS HLDGS INC,Robert Cooper,REPUBLIC AIRWAYS HLDGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timothy Dooley REPUBLIC AIRWAYS HLDGS INC,Timothy Dooley,REPUBLIC AIRWAYS HLDGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Park HEWITT ASSOCIATES INC,John Park,HEWITT ASSOCIATES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Hughes SRA INTERNATIONAL INC,Stephen Hughes,SRA INTERNATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Cunningham AEROPOSTALE INC,Michael Cunningham,AEROPOSTALE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marc Miller AEROPOSTALE INC,Marc Miller,AEROPOSTALE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arthur Bruno CALAVO GROWERS INC,Arthur Bruno,CALAVO GROWERS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B. Lindeman CALAVO GROWERS INC,B. Lindeman,CALAVO GROWERS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
M. Walker COMPUTER PROGRAMS & SYSTEMS,M. Walker,COMPUTER PROGRAMS & SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darrell West COMPUTER PROGRAMS & SYSTEMS,Darrell West,COMPUTER PROGRAMS & SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Dye COMPUTER PROGRAMS & SYSTEMS,David Dye,COMPUTER PROGRAMS & SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matt Chambless COMPUTER PROGRAMS & SYSTEMS,Matt Chambless,COMPUTER PROGRAMS & SYSTEMS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Burke AECOM,Michael Burke,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Kadenacy AECOM,Stephen Kadenacy,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. Rudd AECOM,W. Rudd,AECOM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Crowley FAIRPOINT COMMUNICATIONS INC,John Crowley,FAIRPOINT COMMUNICATIONS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alfred Giammarino FAIRPOINT COMMUNICATIONS INC,Alfred Giammarino,FAIRPOINT COMMUNICATIONS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lisa Hood FAIRPOINT COMMUNICATIONS INC,Lisa Hood,FAIRPOINT COMMUNICATIONS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ajay Sabherwal FAIRPOINT COMMUNICATIONS INC,Ajay Sabherwal,FAIRPOINT COMMUNICATIONS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Karnes MARINER ENERGY INC,John Karnes,MARINER ENERGY INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gregory Rufus TRANSDIGM GROUP INC,Gregory Rufus,TRANSDIGM GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W. Madden KIRKLAND'S INC,W. Madden,KIRKLAND'S INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adam Holland KIRKLAND'S INC,Adam Holland,KIRKLAND'S INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Fisher PLATINUM UNDERWRITERS HLDG,Joseph Fisher,PLATINUM UNDERWRITERS HLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Krantz PLATINUM UNDERWRITERS HLDG,James Krantz,PLATINUM UNDERWRITERS HLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Allan Decleir PLATINUM UNDERWRITERS HLDG,Allan Decleir,PLATINUM UNDERWRITERS HLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Begley SAFETY INSURANCE GROUP INC,William Begley,SAFETY INSURANCE GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Katherine Scherping RED ROBIN GOURMET BURGERS,Katherine Scherping,RED ROBIN GOURMET BURGERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stuart Brown RED ROBIN GOURMET BURGERS,Stuart Brown,RED ROBIN GOURMET BURGERS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Dunn SI INTERNATIONAL INC,Thomas Dunn,SI INTERNATIONAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kernan Oberting MONTPELIER RE HOLDINGS,Kernan Oberting,MONTPELIER RE HOLDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Paquette MONTPELIER RE HOLDINGS,Michael Paquette,MONTPELIER RE HOLDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Dries ENPRO INDUSTRIES INC,William Dries,ENPRO INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alexander Pease ENPRO INDUSTRIES INC,Alexander Pease,ENPRO INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. Childress ENPRO INDUSTRIES INC,J. Childress,ENPRO INDUSTRIES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Parisi CME GROUP INC,James Parisi,CME GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Pietrowicz CME GROUP INC,John Pietrowicz,CME GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Winston Talbert FREEPORT MCMRN OIL&GAS -REDH,Winston Talbert,FREEPORT MCMRN OIL&GAS -REDH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Strzemp WYNN RESORTS LTD,John Strzemp,WYNN RESORTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Maddox WYNN RESORTS LTD,Matthew Maddox,WYNN RESORTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Cootey WYNN RESORTS LTD,Stephen Cootey,WYNN RESORTS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Warren NASDAQ INC,David Warren,NASDAQ INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adena Friedman NASDAQ INC,Adena Friedman,NASDAQ INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lee Shavel NASDAQ INC,Lee Shavel,NASDAQ INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Hassen NASDAQ INC,Ronald Hassen,NASDAQ INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Regan Lauer BANC OF CALIFORNIA INC,Regan Lauer,BANC OF CALIFORNIA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marangal Domingo BANC OF CALIFORNIA INC,Marangal Domingo,BANC OF CALIFORNIA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronald Nicolas BANC OF CALIFORNIA INC,Ronald Nicolas,BANC OF CALIFORNIA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J. A. BANC OF CALIFORNIA INC,J. A.,BANC OF CALIFORNIA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Leone CIT GROUP INC,Joseph Leone,CIT GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Parker CIT GROUP INC,Scott Parker,CIT GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
E. Hayles CIT GROUP INC,E. Hayles,CIT GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Hines DICKS SPORTING GOODS INC,Michael Hines,DICKS SPORTING GOODS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Harp HORNBECK OFFSHORE SVCS INC,James Harp,HORNBECK OFFSHORE SVCS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Casey CARTER'S INC,Michael Casey,CARTER'S INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Westenberger CARTER'S INC,Richard Westenberger,CARTER'S INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linda Niro PROVIDENT FINANCIAL SVCS INC,Linda Niro,PROVIDENT FINANCIAL SVCS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Lyons PROVIDENT FINANCIAL SVCS INC,Thomas Lyons,PROVIDENT FINANCIAL SVCS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Bartholow TEXAS CAPITAL BANCSHARES INC,Peter Bartholow,TEXAS CAPITAL BANCSHARES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Stevenson PRA GROUP INC,Kevin Stevenson,PRA GROUP INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Darby SAIA INC,James Darby,SAIA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frederick Holzgrefe SAIA INC,Frederick Holzgrefe,SAIA INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paul Korus CIMAREX ENERGY CO,Paul Korus,CIMAREX ENERGY CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G. Burford CIMAREX ENERGY CO,G. Burford,CIMAREX ENERGY CO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Pope SEAGATE TECHNOLOGY PLC,Charles Pope,SEAGATE TECHNOLOGY PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick O'Malley SEAGATE TECHNOLOGY PLC,Patrick O'Malley,SEAGATE TECHNOLOGY PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Morton SEAGATE TECHNOLOGY PLC,David Morton,SEAGATE TECHNOLOGY PLC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clay Whitson IPAYMENT INC,Clay Whitson,IPAYMENT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Monaco IPAYMENT INC,Mark Monaco,IPAYMENT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Molina MOLINA HEALTHCARE INC,John Molina,MOLINA HEALTHCARE INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael McGuire ENDURANCE SPECIALTY HOLDINGS,Michael McGuire,ENDURANCE SPECIALTY HOLDINGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Lesser TRUE RELIGION APPAREL INC,Charles Lesser,TRUE RELIGION APPAREL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peter Collins TRUE RELIGION APPAREL INC,Peter Collins,TRUE RELIGION APPAREL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Albert Benchimol AXIS CAPITAL HOLDINGS LTD,Albert Benchimol,AXIS CAPITAL HOLDINGS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Joseph Henry AXIS CAPITAL HOLDINGS LTD,Joseph Henry,AXIS CAPITAL HOLDINGS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melvin Flanigan DTS INC,Melvin Flanigan,DTS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Mather NETGEAR INC,Jonathan Mather,NETGEAR INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christine Gorjanc NETGEAR INC,Christine Gorjanc,NETGEAR INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Biderman NATIONAL FINANCIAL PRTNRS CP,Mark Biderman,NATIONAL FINANCIAL PRTNRS CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donna Blank NATIONAL FINANCIAL PRTNRS CP,Donna Blank,NATIONAL FINANCIAL PRTNRS CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Deitch PROVIDENCE SERVICE CORP,Michael Deitch,PROVIDENCE SERVICE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Wilson PROVIDENCE SERVICE CORP,Robert Wilson,PROVIDENCE SERVICE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James Lindstrom PROVIDENCE SERVICE CORP,James Lindstrom,PROVIDENCE SERVICE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Shackelton PROVIDENCE SERVICE CORP,David Shackelton,PROVIDENCE SERVICE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mark Spears LKQ CORP,Mark Spears,LKQ CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Quinn LKQ CORP,John Quinn,LKQ CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominick Zarcone LKQ CORP,Dominick Zarcone,LKQ CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Russell McCann FRANKLIN BANK CORP,Russell McCann,FRANKLIN BANK CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Charles Webster XPERI CORPORATION,Charles Webster,XPERI CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Anthofer XPERI CORPORATION,Michael Anthofer,XPERI CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Allen XPERI CORPORATION,John Allen,XPERI CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Andersen XPERI CORPORATION,Robert Andersen,XPERI CORPORATION,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Alsborg SYNNEX CORP,Thomas Alsborg,SYNNEX CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marshall Witt SYNNEX CORP,Marshall Witt,SYNNEX CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Wendy Carlson AMERICAN EQTY INVT LIFE HLDG,Wendy Carlson,AMERICAN EQTY INVT LIFE HLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Matovina AMERICAN EQTY INVT LIFE HLDG,John Matovina,AMERICAN EQTY INVT LIFE HLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ted Johnson AMERICAN EQTY INVT LIFE HLDG,Ted Johnson,AMERICAN EQTY INVT LIFE HLDG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David M.B.A. ACORDA THERAPEUTICS INC,David M.B.A.,ACORDA THERAPEUTICS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Rogers ACORDA THERAPEUTICS INC,Michael Rogers,ACORDA THERAPEUTICS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Donald Chaffee NEWALLIANCE BANCSHARES INC,Donald Chaffee,NEWALLIANCE BANCSHARES INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jennifer Haslip UNIVERSAL TECHNICAL INST,Jennifer Haslip,UNIVERSAL TECHNICAL INST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eugene Putnam UNIVERSAL TECHNICAL INST,Eugene Putnam,UNIVERSAL TECHNICAL INST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeremy McGuire TALEN ENERGY CORP,Jeremy McGuire,TALEN ENERGY CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dale Williams TEMPUR SEALY INTL INC,Dale Williams,TEMPUR SEALY INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barry Hytinen TEMPUR SEALY INTL INC,Barry Hytinen,TEMPUR SEALY INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Philip Camacho ASSURANT INC,Philip Camacho,ASSURANT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michael Peninger ASSURANT INC,Michael Peninger,ASSURANT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Pagano ASSURANT INC,Christopher Pagano,ASSURANT INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rodney Underdown COMPASS MINERALS INTL INC,Rodney Underdown,COMPASS MINERALS INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matthew Foulston COMPASS MINERALS INTL INC,Matthew Foulston,COMPASS MINERALS INTL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mary Twinem BUFFALO WILD WINGS INC,Mary Twinem,BUFFALO WILD WINGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jeffrey Sorum BUFFALO WILD WINGS INC,Jeffrey Sorum,BUFFALO WILD WINGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Richard Houghton ASPEN INSURANCE HOLDINGS LTD,Richard Houghton,ASPEN INSURANCE HOLDINGS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julian Ph.D. ASPEN INSURANCE HOLDINGS LTD,Julian Ph.D.,ASPEN INSURANCE HOLDINGS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
John Worth ASPEN INSURANCE HOLDINGS LTD,John Worth,ASPEN INSURANCE HOLDINGS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scott Kirk ASPEN INSURANCE HOLDINGS LTD,Scott Kirk,ASPEN INSURANCE HOLDINGS LTD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas DiVittorio GENESIS HEALTHCARE CORP,Thomas DiVittorio,GENESIS HEALTHCARE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Christopher Felfe GENESIS HEALTHCARE CORP,Christopher Felfe,GENESIS HEALTHCARE CORP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steven Cakebread SALESFORCE.COM INC,Steven Cakebread,SALESFORCE.COM INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alan Campbell FREESCALE SEMICONDUCTOR INC,Alan Campbell,FREESCALE SEMICONDUCTOR INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Debra Crawford SANTARUS INC,Debra Crawford,SANTARUS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Moses GENWORTH FINANCIAL INC,Victor Moses,GENWORTH FINANCIAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Patrick Kelleher GENWORTH FINANCIAL INC,Patrick Kelleher,GENWORTH FINANCIAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Martin Klein GENWORTH FINANCIAL INC,Martin Klein,GENWORTH FINANCIAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kelly Groh GENWORTH FINANCIAL INC,Kelly Groh,GENWORTH FINANCIAL INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
David Hitchcock SYNIVERSE HOLDINGS INC,David Hitchcock,SYNIVERSE HOLDINGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Reich SYNIVERSE HOLDINGS INC,Robert Reich,SYNIVERSE HOLDINGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Surrey-Barbari CYTOKINETICS INC,Sharon Surrey-Barbari,CYTOKINETICS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
James B. MARKETAXESS HOLDINGS INC,James B.,MARKETAXESS HOLDINGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antonio DeLise MARKETAXESS HOLDINGS INC,Antonio DeLise,MARKETAXESS HOLDINGS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Robert Cantwell B&G FOODS INC,Robert Cantwell,B&G FOODS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Crimmins B&G FOODS INC,Thomas Crimmins,B&G FOODS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thomas Williams PROCERA NETWORKS INC,Thomas Williams,PROCERA NETWORKS INC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
